SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,Country,SubscriptionStatus,Agreement Type
48569.0,University_of_Nottingham,Band 2,Higher Education,University of Nottingham,Active,2014-09-24,Portico eJournals (2014-2017),2014-09-24,2017-06-30,Portico Jisc Collections Portico June 2017,2014-07-01,2017-06-30,Direct,England,Request sent,Yearly Agreement
48483.0,University_of_Plymouth,Band 5,Higher Education,University of Plymouth,Active,2014-09-17,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-17,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48613.0,University_of_Plymouth,Band 5,Higher Education,University of Plymouth,Active,2014-09-25,BFI InView  (2014-18),2014-09-25,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement
48522.0,University_of_Salford,Band 5,Higher Education,University of Salford,Active,2014-09-19,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-19,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48399.0,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-09-12,Cambridge Companions Online - Music 2014-2015,2014-09-12,2015-01-08,JISC Collections Cambridge University Press Cambridge Companions Online Jan 2015,2014-01-09,2015-01-08,Sublicence,England,Active,Yearly Agreement
48400.0,University_of_Sheffield,Band 3,Higher Education,University of Sheffield,Active,2014-09-12,Cambridge Companions Online - Philosophy and Religion 2014-2015,2014-09-12,2015-01-08,JISC Collections Cambridge University Press Cambridge Companions Online Jan 2015,2014-01-09,2015-01-08,Sublicence,England,Active,Yearly Agreement
48364.0,University_of_South_Wales,Band 5,Higher Education,University of South Wales,Active,2014-09-10,Drama Online: Subscription Option,2014-09-10,2016-02-29,Drama Online Agreement,2013-03-01,2016-02-29,Direct,Wales,Request sent,Yearly Agreement
48679.0,University_of_Southampton,Band 3,Higher Education,University of Southampton,Active,2014-09-29,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-29,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48533.0,University_of_Stirling,Band 6,Higher Education,University of Stirling,Active,2014-09-22,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-22,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,Scotland,Request sent,Yearly Agreement
48640.0,University_of_Stirling,Band 6,Higher Education,University of Stirling,Active,2014-09-26,BFI InView  (2014-18),2014-09-26,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,Scotland,Active,Free Agreement
48529.0,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2014-09-19,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-19,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,Scotland,Request sent,Yearly Agreement
48626.0,University_of_Strathclyde,Band 4,Higher Education,University of Strathclyde,Active,2014-09-26,BFI InView  (2014-18),2014-09-26,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,Scotland,Active,Free Agreement
48476.0,University_of_Surrey,Band 5,Higher Education,University of Surrey,Active,2014-09-17,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-17,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48526.0,University_of_Sussex,Band 5,Higher Education,University of Sussex,Active,2014-09-19,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-19,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,England,Request sent,Yearly Agreement
48575.0,University_of_the_Arts_London,Band 5,Higher Education,University of the Arts London,Active,2014-09-24,Benezit Dictionary of Artists and Grove Art Online joint package (discounted pricing) For Higher Education - New Orders 2014-2017,2014-09-24,2017-08-31,Jisc Collections OUP Agreement HE August 2017,2014-09-01,2017-08-31,Sublicence,England,Active,Yearly Agreement
48625.0,University_of_the_Arts_London,Band 5,Higher Education,University of the Arts London,Active,2014-09-26,BFI InView  (2014-18),2014-09-26,2018-08-31,HEFCE British Film Institute BFI Inview Aug 2018,2014-09-01,2018-08-31,Sublicence,England,Active,Free Agreement
48321.0,University_of_the_Highlands_and_Islands,Band 7,Higher Education,University of the Highlands and Islands,Active,2014-09-04,Jisc eCollections for Higher Education Institutions 2014-2017,2014-09-04,2017-07-31,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31,Sublicence,Scotland,Active,Yearly Agreement
48319.0,University_of_Ulster,Band 5,Higher Education,University of Ulster,Active,2014-09-03,Oxford Journals Archive (2014-2017 for access via OUP's platform),2014-09-03,2017-07-31,Oxford Journals Jisc Collections Oxford Journal Archive July 2017,2014-08-01,2017-07-31,Sublicence,Northern Ireland,Active,Yearly Agreement
48633.0,University_of_Ulster,Band 5,Higher Education,University of Ulster,Active,2014-09-26,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-26,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,Northern Ireland,Request sent,Yearly Agreement
48619.0,University_of_Wales_Trinity_St_David,Band 7,Higher Education,University of Wales Trinity St David,Active,2014-09-25,"OUP Online Databases package 2014-2017, for existing HE subscribers",2014-09-25,2017-08-31,Jisc Collections Oxford University Press OUP Online Products Aug 2017,2014-09-01,2017-08-31,Sublicence,Wales,Request sent,Yearly Agreement
