SubscriptionId,InstitutionName,NewJiscBand,Sector,JC Institution Name,AccountStatus,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry
47309,University_of_Dundee,Band 4,Higher Education,University of Dundee,Active,7/3/14 11:04,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47797,University_of_Dundee,Band 4,Higher Education,University of Dundee,Active,7/29/14 14:06,EBSCO Education Databases,2014-08-01,2017-07-31
47799,University_of_Dundee,Band 4,Higher Education,University of Dundee,Active,7/29/14 14:35,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47823,University_of_East_Anglia,Band 5,Higher Education,University of East Anglia,Active,7/30/14 15:26,Embase (via the Ovid platform): 2013 - 2016 Agreement ,2014-08-01,2016-07-31
47824,University_of_East_Anglia,Band 5,Higher Education,University of East Anglia,Active,7/30/14 15:28,EBSCO Education Databases,2014-08-01,2017-07-31
47825,University_of_East_Anglia,Band 5,Higher Education,University of East Anglia,Active,7/30/14 15:33,The Shakespeare Collection 2014-2017,2014-08-01,2017-07-31
47827,University_of_East_Anglia,Band 5,Higher Education,University of East Anglia,Active,7/30/14 15:39,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47613,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/18/14 11:15,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47751,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/25/14 11:35,JSTOR - Arts & Sciences I Collection 2012-15 renewal,2014-07-25,2015-07-31
47752,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/25/14 11:35,JSTOR - Arts & Sciences II Collection-2012-15 renewal,2014-07-25,2015-07-31
47753,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/25/14 11:35,JSTOR - Arts & Sciences III Collection-2012-15 renewal,2014-07-25,2015-07-31
47754,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/25/14 11:35,JSTOR - Arts & Sciences IV Collection-2012-15 renewal,2014-07-25,2015-07-31
47755,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/25/14 11:35,JSTOR - Arts & Sciences VI Collection-2012-15 renewal,2014-07-25,2015-07-31
47756,University_of_East_London,Band 5,Higher Education,University of East London,Active,7/25/14 11:35,JSTOR - Arts & Sciences VII Collection-2012-15 renewal ,2014-07-25,2015-07-31
47269,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/1/14 13:02,"McGraw-Hill Access Platforms for Science, Engineering, Medicine & Business",2014-07-01,2015-05-31
47408,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/8/14 10:12,ACO Music Data Analysis 2014-17,2014-07-08,2017-06-30
47555,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/16/14 13:18,LOCKSS (Lots Of Copies Keep Stuff Safe) UK Alliance Membership 2014-15,2014-08-01,2015-07-31
47563,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/16/14 14:42,a-n The Artists Information Company 2014-17,2014-08-01,2017-07-31
47596,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/17/14 17:48,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47609,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/18/14 10:33,EBSCO Education Databases,2014-08-01,2017-07-31
47679,University_of_Edinburgh,Band 2,Higher Education,University of Edinburgh,Active,7/22/14 12:13,JSTOR - Arts & Sciences X Collection-2012-15 renewal,2014-07-22,2015-07-31
47421,University_of_Essex,Band 5,Higher Education,University of Essex,Active,7/8/14 14:17,Digital Theatre Plus,2014-08-01,2016-04-30
47462,University_of_Essex,Band 5,Higher Education,University of Essex,Active,7/10/14 12:38,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47627,University_of_Essex,Band 5,Higher Education,University of Essex,Active,7/18/14 14:54,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47321,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,7/3/14 17:25,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47455,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,7/10/14 9:41,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47601,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,7/18/14 9:48,EBSCO Education Databases,2014-08-01,2017-07-31
47683,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,7/22/14 13:34,Science Classic,2014-07-22,2114-06-30
47713,University_of_Exeter,Band 4,Higher Education,University of Exeter,Active,7/23/14 13:52,Early European Books Collections 1-4 and The Vogue Archive,2014-07-23,2014-10-31
47392,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/7/14 13:45,JSTOR - Arts & Sciences IX Collection-2012-15 renewal,2014-07-07,2015-07-31
47393,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/7/14 13:49,JSTOR - Arts & Sciences XII Collection 2012-15 renewal,2014-07-07,2015-07-31
47411,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/8/14 11:30,IOP Publishing APC Offsetting Pilot 2014-16,2014-07-08,2016-12-31
47524,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/15/14 15:14,LOCKSS (Lots Of Copies Keep Stuff Safe) UK Alliance Membership 2014-15,2014-08-01,2015-07-31
47573,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/16/14 16:23,Embase (via the Ovid platform): 2013 - 2016 Agreement ,2014-08-01,2016-07-31
47624,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/18/14 14:07,Jisc eCollections: Historical Texts and Journal Archives for HE 2014-2017,2014-08-01,2017-07-31
47673,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/22/14 10:15,EBSCO Education Databases,2014-08-01,2017-07-31
47677,University_of_Glasgow,Band 2,Higher Education,University of Glasgow,Active,7/22/14 11:26,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
47687,University_of_Hertfordshire,Band 4,Higher Education,University of Hertfordshire,Active,7/22/14 14:18,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47688,University_of_Hertfordshire,Band 4,Higher Education,University of Hertfordshire,Active,7/22/14 14:27,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47287,University_of_Huddersfield,Band 5,Higher Education,University of Huddersfield,Active,7/2/14 11:06,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47341,University_of_Huddersfield,Band 5,Higher Education,University of Huddersfield,Active,7/4/14 12:17,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-07-04,2018-12-31
47606,University_of_Huddersfield,Band 5,Higher Education,University of Huddersfield,Active,7/18/14 10:11,EBSCO Education Databases,2014-08-01,2017-07-31
47704,University_of_Huddersfield,Band 5,Higher Education,University of Huddersfield,Active,7/23/14 9:45,Science Classic,2014-07-23,2114-06-30
47743,University_of_Huddersfield,Band 5,Higher Education,University of Huddersfield,Active,7/25/14 10:12,BrowZine,2014-08-01,2014-12-31
47466,University_of_Hull,Band 5,Higher Education,University of Hull,Active,7/10/14 14:12,Environment Digimap (2014-2015),2014-08-01,2015-07-31
47741,University_of_Hull,Band 5,Higher Education,University of Hull,Active,7/24/14 16:31,The Times Digital Archive (1785-1985) 2014-2017,2014-08-01,2017-07-31
47330,University_of_Kent,Band 5,Higher Education,University of Kent,Active,7/4/14 10:02,Jisc eCollections for Higher Education Institutions 2014-2017,2014-08-01,2017-07-31
47436,University_of_Kent,Band 5,Higher Education,University of Kent,Active,7/9/14 14:21,JSTOR - Arts & Sciences VIII Collection 2012-15 renewal,2014-07-09,2015-07-31
47437,University_of_Kent,Band 5,Higher Education,University of Kent,Active,7/9/14 14:21,JSTOR - Arts & Sciences XIII Collection 2012-15 renewal,2014-07-09,2015-07-31
47487,University_of_Kent,Band 5,Higher Education,University of Kent,Active,7/14/14 9:06,"The Burney Collection, 19th Century British Library Newspapers and 19th Century UK Periodicals Online Series 1 (2014 - 2017)",2014-08-01,2017-07-31
