Done,(1)willing to get their data added (2) KB+ never used,SubscriptionId,InstitutionName,NewJiscBand,LegacyJiscBand,Sector,OrderDate,ResourceName,SubscriptionStart,SubscriptionExpiry,AgreementName,AgreementStartDate,AgreementEndDate,LicenceType,SubscriptionStatus,Agreement Type
,,40191,University of Manchester,,,,,JSTOR - Life Sciences Collection-2012 renewal,2012-10-04,2015-07-31,,,,,,
,,41068,University of Manchester,,,,,Knovel Interactive Library 2012 - 2015,2013-01-01,2015-07-31,,,,,,
,,45528,University of Manchester,,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-02-01,2114-12-31,,,,,,
,,41290,University of Manchester,,,,,Literature Online  2013 - 2015,2013-01-25,2015-12-31,,,,,,
,,42703,University of Manchester,,,,,Marine Digimap,2013-06-27,2016-07-31,,,,,,
,,44701,University of Manchester,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,42417,University of Manchester,,,,,Nineteenth Century Collections Online: archives 1-4  with MARC Records (2013-2016 for access via Cengage's platform),2013-06-11,2016-03-31,,,,,,
,,41646,University of Manchester,,,,,Open Access Key platform ,2013-03-13,2015-08-31,,,,,,
,,46141,University of Manchester,,,,,Oxford Bibliographies Online 2013-2014,2014-02-04,2014-08-31,,,,,,
,,43887,University of Manchester,,,,,Oxford Dictionary of National Biography 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43886,University of Manchester,,,,,Oxford English Dictionary Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,45661,University of Manchester,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2014-01-07,2014-07-31,,,,,,
,,43885,University of Manchester,,,,,Oxford Language Dictionaries Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43882,University of Manchester,,,,,Oxford Reference Online Premium Collection plus 2 Subject Collections (Literature and Western Civilization): for existing customers only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43890,University of Manchester,,,,,Oxford Scholarship Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,37413,University of Manchester,,,,,Portico,2012-06-01,2014-08-31,,,,,,
,,44711,University of Manchester,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,36889,University of Manchester,,,,,Reaxys 2011-2014,2011-12-16,2014-10-31,,,,,,
,,40138,University of Manchester,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45179,University of Manchester,,,,,SAGE NESLi2 2013-14 Offer,2013-11-28,2014-12-31,,,,,,
,,45958,University of Manchester,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,40137,University of Manchester,,,,,Springer Science+Business Media NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,41839,University of Manchester,,,,,SpringerProtocols,2013-04-26,2017-12-31,,,,,,
,,36943,University of Manchester,,,,,Taylor & Francis Journals Agreement 2012-2014,2012-01-01,2014-12-31,,,,,,
,,39818,University of Manchester,,,,,The Literary Encyclopedia (2012 to 2015),2012-09-20,2015-08-31,,,,,,
,,35134,University of Manchester,,,,,The Times Digital Archive (1785-1985) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,44189,University of Manchester,,,,,Web of Knowledge Upgrade 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30126,University of Manchester,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,43881,University of Manchester,,,,,Who's Who only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,36314,University of Manchester,,,,,Wiley Online Library NESLi2 2012-2014,2012-01-01,2014-12-31,,,,,,
,,46131,University of Manchester,,,,,Wiley Open Access - Wiley Open Access Account 2014,2014-02-03,2014-12-31,,,,,,
,,46402,University of Northampton,,,,,"Encyclopaedia Britannica - 4 Month Free Trial (3rd Feb to 31st May 2014) - Image Quest, Britannica Online Academic Edition, eBook Collection",2014-03-24,2014-05-31,,,,,,
,,39494,University of Northampton,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42873,University of Northampton,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,41211,University of Northampton,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2013-01-10,2015-07-31,,,,,,
,,42852,University of Northampton,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,34254,University of Northampton,,,,,a-n The Artist Information Company 2011 renewal,2011-08-01,2014-07-31,,,,,,
,,33404,University of Northampton,,,,,BFI InView ,2010-12-14,2014-08-31,,,,,,
,,33405,University of Northampton,,,,,BIOSIS Previews Backfile 1969-2008,2010-12-14,2112-09-30,,,,,,
,,42656,University of Northampton,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-24,2018-12-31,,,,,,
,,32108,University of Northampton,,,,,Cambridge Journals Digital Archive,2010-08-23,2015-06-30,,,,,,
,,44095,University of Northampton,,,,,CLOCKSS Archive,2013-10-01,2015-12-31,,,,,,
,,41374,University of Northampton,,,,,Creative Club only 2012-2015,2013-02-15,2015-11-30,,,,,,
,,35514,University of Northampton,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-05,2016-07-31,,,,,,
,,42662,University of Northampton,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,36275,University of Northampton,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,44969,University of Northampton,,,,,Environment Digimap (2013-2014),2013-11-06,2014-07-31,,,,,,
,,27461,University of Northampton,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-11-17,2014-08-31,,,,,,
,,33407,University of Northampton,,,,,IOP Journal Archive 1874-1998,2010-12-14,2014-12-31,,,,,,
,,43961,University of Northampton,,,,,Jisc eCollections for Higher Education Institutions,2013-09-05,2014-07-31,,,,,,
,,44342,University of Northampton,,,,,Journal Citation Reports 2013-2016 (Annual Commitment),2013-10-01,2016-09-30,,,,,,
,,41431,University of Northampton,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-26,2018-02-06,,,,,,
,,39743,University of Northampton,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-09-19,2015-07-31,,,,,,
,,39744,University of Northampton,,,,,JSTOR - Biological Sciences Collection-2012 renewal,2012-09-19,2015-07-31,,,,,,
,,39745,University of Northampton,,,,,JSTOR - Language & Literature Collection-2012 renewal,2012-09-19,2015-07-31,,,,,,
,,45535,University of Northampton,,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-02-01,2114-12-31,,,,,,
,,43959,University of Northampton,,,,,Oxford English Dictionary Online 2013-2014,2013-09-05,2014-08-31,,,,,,
,,35975,University of Northampton,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-27,2014-07-31,,,,,,
,,44681,University of Northampton,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,44542,University of Northampton,,,,,Rock's Backpages 2013-2016 annual commitment,2013-11-01,2016-10-31,,,,,,
,,41074,University of Northampton,,,,,SAGE NESLi2 2013-14 Offer,2012-12-18,2014-12-31,,,,,,
,,45955,University of Northampton,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,39775,University of Northampton,,,,,Springer Science+Business Media NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,42755,University of Northampton,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive - 2013 to 2016",2013-07-01,2016-06-30,,,,,,
,,45828,University of Northampton,,,,,The Burney Collection ,2014-01-17,2015-07-31,,,,,,
,,35171,University of Northampton,,,,,The Times Digital Archive (1785-1985) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,44344,University of Northampton,,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30127,University of Northampton,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,40047,University of Plymouth,,,,, JSTOR - Health & General Sciences Collection 2012 renewal,2012-09-28,2015-07-31,,,,,,
,,40300,University of Plymouth,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,42914,University of Plymouth,,,,,19th Century British Library Newspapers ,2013-08-01,2014-03-24,,,,,,
,,44173,University of Plymouth,,,,,19th Century British Pamphlets,2013-09-23,2019-07-31,,,,,,
,,40393,University of Plymouth,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2012-10-24,2015-07-31,,,,,,
,,41228,University of Plymouth,,,,,ACS NESLi2 2013-2015 (American Chemical Society) offer,2013-01-14,2015-12-31,,,,,,
,,42819,University of Plymouth,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,40402,University of Plymouth,,,,,BMJ Journals Online Collection - NESLi2 2013-2014 agreement,2013-01-01,2014-12-31,,,,,,
,,42463,University of Plymouth,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-13,2018-12-31,,,,,,
,,44928,University of Plymouth,,,,,British History Online Premium Content 2013 - 2018,2013-11-01,2018-10-31,,,,,,
,,33699,University of Plymouth,,,,,Carl Giles Digital Archive,2011-02-02,2100-09-01,,,,,,
,,35294,University of Plymouth,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,42202,University of Plymouth,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2016",2013-08-01,2014-07-31,,,,,,
,,36260,University of Plymouth,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,44916,University of Plymouth,,,,,Environment Digimap (2013-2014),2013-11-01,2014-07-31,,,,,,
,,31528,University of Plymouth,,,,,Geology Digimap: 2010-2016 Agreement,2010-08-01,2016-07-31,,,,,,
,,44557,University of Plymouth,,,,,Grove Art and Grove Music Online joint offer (discounted pricing) 2013-2014,2013-10-10,2014-08-31,,,,,,
,,43034,University of Plymouth,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,34598,University of Plymouth,,,,,Info4education - Construction Information Service (3 Year Commitment),2011-06-02,2014-05-31,,,,,,
,,45657,University of Plymouth,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),2014-01-06,2018-12-31,,,,,,
,,34402,University of Plymouth,,,,,JISC eCollections for EEBO and ECCO subscribers,2011-08-01,2014-07-31,,,,,,
,,44151,University of Plymouth,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41492,University of Plymouth,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-28,2018-02-06,,,,,,
,,32713,University of Plymouth,,,,,Marine Digimap,2010-08-01,2016-07-31,,,,,,
,,44964,University of Plymouth,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,36616,University of Plymouth,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-11-22,2014-07-31,,,,,,
,,44748,University of Plymouth,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,39950,University of Plymouth,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45418,University of Plymouth,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-01,2018-12-31,,,,,,
,,42120,University of Plymouth,,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-05-17,2018-12-31,,,,,,
,,36703,University of Plymouth,,,,,Taylor & Francis Journals Agreement 2012-2014,2012-01-01,2014-12-31,,,,,,
,,40309,University of Plymouth,,,,,The Literary Encyclopedia (2012 to 2015),2012-10-17,2015-08-31,,,,,,
,,35293,University of Plymouth,,,,,The Times Digital Archive (1785-1985) 2011-2014,2011-08-01,2014-07-31,,,,,,
,,44150,University of Plymouth,,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30129,University of Plymouth,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,36625,University of Plymouth,,,,,Wiley Online Library NESLi2 2012-2014,2012-01-01,2014-12-31,,,,,,
,,40146,University of Salford,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2012-11-01,2014-10-31,,,,,,
,,43139,University of Salford,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,40237,University of Salford,,,,,American Chemical Society NESLi2 2013-15 agreement,2013-01-01,2015-12-31,,,,,,
,,40036,University of Salford,,,,,a-n The Artist Information Company 2011-14 renewal,2012-09-28,2014-07-31,,,,,,
,,33200,University of Salford,,,,,BFI InView ,2010-11-25,2014-08-31,,,,,,
,,33172,University of Salford,,,,,BIOSIS Previews Backfile 1969-2008,2010-11-22,2112-09-30,,,,,,
,,34454,University of Salford,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,40460,University of Salford,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,33171,University of Salford,,,,,Cambridge Journals Digital Archive,2010-11-22,2015-06-30,,,,,,
,,33201,University of Salford,,,,,Carl Giles Digital Archive,2010-11-25,2100-09-01,,,,,,
,,35325,University of Salford,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-01,2016-07-31,,,,,,
,,33173,University of Salford,,,,,Digital Library of Core E-Resources on Ireland,2010-11-22,2034-03-31,,,,,,
,,42954,University of Salford,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,36217,University of Salford,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45114,University of Salford,,,,,Encyclopedia of Arabic Language and Linguistics Online 2013 to 2016 Subscription or Perpetual Purchase,2013-11-21,2113-12-31,,,,,,
,,45126,University of Salford,,,,,Environment Digimap (2013-2014),2013-11-22,2014-07-31,,,,,,
,,27466,University of Salford,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-10-20,2014-08-31,,,,,,
,,33870,University of Salford,,,,,IOP Journal Archive 1874-1998,2011-03-29,2014-12-31,,,,,,
,,45249,University of Salford,,,,,IOP Publishing NESLi2 2014 agreement - Option 1,2014-01-01,2014-12-31,,,,,,
,,35828,University of Salford,,,,,JISC eCollections for EEBO and ECCO subscribers,2011-09-09,2014-07-31,,,,,,
,,44181,University of Salford,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41623,University of Salford,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-03-12,2018-02-06,,,,,,
,,38990,University of Salford,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38991,University of Salford,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38992,University of Salford,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38993,University of Salford,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,38989,University of Salford,,,,,Knovel Interactive Library 2012 - 2015,2012-08-01,2015-07-31,,,,,,
,,45529,University of Salford,,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-02-01,2114-12-31,,,,,,
,,41007,University of Salford,,,,,Literature Online  2013 - 2015,2013-01-01,2015-12-31,,,,,,
,,44184,University of Salford,,,,,Oxford Dictionary of National Biography 2013-2014,2013-09-23,2014-08-31,,,,,,
,,44182,University of Salford,,,,,Oxford English Dictionary Online 2013-2014,2013-09-23,2014-08-31,,,,,,
,,35851,University of Salford,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-12,2014-07-31,,,,,,
,,44183,University of Salford,,,,,Oxford Reference Online Premium Collection: for existing subscribers only 2013-2014,2013-09-23,2014-08-31,,,,,,
,,36887,University of Salford,,,,,Reaxys 2011-2014,2011-12-16,2014-10-31,,,,,,
,,44859,University of Salford,,,,,Rock's Backpages 2013-2016 three-year commitment,2013-11-01,2016-10-31,,,,,,
,,45938,University of Salford,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,43138,University of Salford,,,,,"Taylor & Francis Geography, Planning, Urban and Environment Online Archive",2013-07-16,2016-06-30,,,,,,
,,44180,University of Salford,,,,,Web of Science 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,46365,University of Sheffield,,,,,Institution of Civil Engineers Virtual Library Archive (1836-2001),41715,43465,,,,,,
,,41700,University of Sheffield,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2013-03-25,2014-10-31,,,,,,
,,43129,University of Sheffield,,,,,19th Century British Library Newspapers (2013-2014) ,2013-08-01,2014-03-24,,,,,,
,,39171,University of Sheffield,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2012-08-13,2015-07-31,,,,,,
,,35066,University of Sheffield,,,,,ACLS Humanities E-Book 2011-2014,2011-08-01,2014-07-31,,,,,,
,,44827,University of Sheffield,,,,,American Chemical Society Legacy Archives ,2013-10-28,2113-07-31,,,,,,
,,39632,University of Sheffield,,,,,American Chemical Society NESLi2 2013-15 agreement,2013-01-01,2015-12-31,,,,,,
,,46144,University of Sheffield,,,,,American Institute of Physics (AIP) NESLi2 - 2014 to 2016 agreement,2014-02-04,2016-12-31,,,,,,
,,44630,University of Sheffield,,,,,Annual Reviews NESLi2 2012 to 2014 agreement (Annual commitment - 2014 only) ,2013-10-16,2016-09-13,,,,,,
,,25839,University of Sheffield,,,,,BFI InView ,2009-12-14,2014-08-31,,,,,,
,,40573,University of Sheffield,,,,,BMJ Journals Online Collection - NESLi2 2013-2014 agreement,2013-01-01,2014-12-31,,,,,,
,,35101,University of Sheffield,,,,,Brill Journal Archive Online Part 2 : Complete Collection,2011-07-11,2014-06-30,,,,,,
,,42396,University of Sheffield,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-10,2018-12-31,,,,,,
,,34004,University of Sheffield,,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,40364,University of Sheffield,,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,33731,University of Sheffield,,,,,Cambridge Journals Digital Archive,2011-02-07,2015-06-30,,,,,,
,,37057,University of Sheffield,,,,,Cell Press NESLi2 2012 to 2016 offer,2012-01-12,2016-12-31,,,,,,
,,45033,University of Sheffield,,,,,CUP Journals NESLi2 2014 (Cambridge University Press) offer,2014-01-01,2014-12-31,,,,,,
,,35499,University of Sheffield,,,,,Digimap Ordnance Survey Collection®  2011-2016,2011-08-03,2016-07-31,,,,,,
,,45281,University of Sheffield,,,,,Early English Books Online - Text Creation Partnership 2014-2016,2014-01-01,2016-12-31,,,,,,
,,42172,University of Sheffield,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2016",2013-08-01,2014-07-31,,,,,,
,,36265,University of Sheffield,,,,,Elsevier NESLi2 2012-2016 offer,2012-01-01,2016-12-31,,,,,,
,,45505,University of Sheffield,,,,,Environment Digimap (2013-2014),2013-12-17,2014-07-31,,,,,,
,,27467,University of Sheffield,,,,,Foreign Broadcast Information Service Daily Reports: JISC Collections Selection,2009-10-27,2014-08-31,,,,,,
,,32648,University of Sheffield,,,,,Geology Digimap: 2010-2016 Agreement,2010-10-08,2016-07-31,,,,,,
,,43830,University of Sheffield,,,,,Grove Music Online only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,41841,University of Sheffield,,,,,Historic Digimap 2013-2016 agreement,2013-08-01,2016-07-31,,,,,,
,,41319,University of Sheffield,,,,,IMechE NESLi2 SMP 2013-2014 offer,2013-01-31,2014-12-31,,,,,,
,,45277,University of Sheffield,,,,,IOP Publishing NESLi2 2014 agreement - Option 1,2014-01-01,2014-12-31,,,,,,
,,43976,University of Sheffield,,,,,Journal Citation Reports 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,41447,University of Sheffield,,,,,Journals Usage Statistics Portal (JUSP) - Institutional Participation Agreement,2013-02-26,2018-02-06,,,,,,
,,37901,University of Sheffield,,,,,JSTOR - Arts & Sciences I Collection 2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37902,University of Sheffield,,,,,JSTOR - Arts & Sciences II Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37903,University of Sheffield,,,,,JSTOR - Arts & Sciences III Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,37904,University of Sheffield,,,,,JSTOR - Arts & Sciences IV Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,41616,University of Sheffield,,,,,JSTOR - Arts & Sciences IX Collection-2012 renewal,2013-03-11,2015-07-31,,,,,,
,,41613,University of Sheffield,,,,,JSTOR - Arts & Sciences V Collection 2012 renewal,2013-03-11,2015-07-31,,,,,,
,,41614,University of Sheffield,,,,,JSTOR - Arts & Sciences VI Collection-2012 renewal,2013-03-11,2015-07-31,,,,,,
,,37905,University of Sheffield,,,,,JSTOR - Arts & Sciences VII Collection-2012 renewal ,2012-08-01,2015-07-31,,,,,,
,,41615,University of Sheffield,,,,,JSTOR - Arts & Sciences VIII Collection 2012 renewal,2013-03-11,2015-07-31,,,,,,
,,41617,University of Sheffield,,,,,JSTOR - Arts & Sciences X Collection-2012 renewal,2013-03-11,2015-07-31,,,,,,
,,41618,University of Sheffield,,,,,JSTOR - Arts & Sciences XI Collection-2012 renewal,2013-03-11,2015-07-31,,,,,,
,,41788,University of Sheffield,,,,,JSTOR - Arts & Sciences XII Collection,2013-04-18,2015-07-31,,,,,,
,,37906,University of Sheffield,,,,,JSTOR - Biological Sciences Collection-2012 renewal,2012-08-01,2015-07-31,,,,,,
,,41619,University of Sheffield,,,,,JSTOR - Life Sciences Collection-2012 renewal,2013-03-11,2015-07-31,,,,,,
,,44857,University of Sheffield,,,,,Knowledge Unlatched Open Access eBooks 2013 Pilot Collection,2014-02-01,2114-12-31,,,,,,
,,40862,University of Sheffield,,,,,Literature Online  2012 - 2015,2013-01-01,2015-12-31,,,,,,
,,45273,University of Sheffield,,,,,Nature Publishing Group NESLi2 Journals Agreement 2014,2014-01-01,2014-12-31,,,,,,
,,43828,University of Sheffield,,,,,Oxford Dictionary of National Biography 2013-2014,2013-09-01,2014-08-31,,,,,,
,,43829,University of Sheffield,,,,,Oxford English Dictionary Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,35771,University of Sheffield,,,,,Oxford Journals Archive and Archive Upgrade (2011-2014 for access via OUP's platform),2011-09-05,2014-07-31,,,,,,
,,43832,University of Sheffield,,,,,Oxford Scholarship Online 2013-2014,2013-09-01,2014-08-31,,,,,,
,,45191,University of Sheffield,,,,,Oxford University Press NESLi2 2014 Full Collection offer ,2014-01-01,2014-12-31,,,,,,
,,35574,University of Sheffield,,,,,PathCAL 2011-2014,2011-09-01,2014-08-31,,,,,,
,,35571,University of Sheffield,,,,,Portico,2011-09-01,2014-08-31,,,,,,
,,44772,University of Sheffield,,,,,Project MUSE 2014 NESLi2 Agreement,2014-01-01,2014-12-31,,,,,,
,,44649,University of Sheffield,,,,,Public Information Online 2013-2016,2013-11-01,2016-10-31,,,,,,
,,44863,University of Sheffield,,,,,Rock's Backpages 2013-2016 three-year commitment,2013-11-01,2016-10-31,,,,,,
,,39576,University of Sheffield,,,,,Royal Society of Chemistry NESLi2 2013-15 RSC Gold offer,2013-01-01,2015-12-31,,,,,,
,,45730,University of Sheffield,,,,,RSC Journals Archive 1841-2007 for NESLi2 subscribers,2014-01-09,2018-12-31,,,,,,
,,42200,University of Sheffield,,,,,RSC Journals Archive 2005-2007 for NESLi2 and/or 1841-2004 Archive Subscribers,2013-05-23,2018-12-31,,,,,,
,,40496,University of Sheffield,,,,,SAGE NESLi2 2013-14 Offer,2012-11-06,2014-12-31,,,,,,
,,45932,University of Sheffield,,,,,SCOAP3 Project,2014-01-01,2016-12-31,,,,,,
,,40306,University of Sheffield,,,,,Springer NESLi2 2013-2015 Option 1 offer: Closed Consortium Option,2013-01-01,2015-12-31,,,,,,
,,46112,University of Sheffield,,,,,The Burney Collection ,2014-01-30,2015-07-31,,,,,,
,,43922,University of Sheffield,,,,,Web of Knowledge Upgrade 2013-2016 (3 Year Commitment),2013-10-01,2016-09-30,,,,,,
,,30132,University of Sheffield,,,,,Web of Science Backfiles,2007-08-31,2110-08-30,,,,,,
,,42667,University of South Wales,,,,,"18th and 19th and 20th Century House of Commons Parliamentary Papers 2012-2014, including British Periodicals Collections I and II and Periodicals Archive Online: JISC Collections Selection from 2013-2014",2013-06-25,2014-10-31,,,,,,
,,42668,University of South Wales,,,,,"19th Century UK Periodicals Online, Series 1 2012-2015 Agreement",2013-06-25,2015-07-31,,,,,,
,,42808,University of South Wales,,,,,American Chemical Society Legacy Archives ,2013-08-01,2113-07-31,,,,,,
,,42666,University of South Wales,,,,,"Brill Journal Archive Online Parts 1, 1a and 2  (JOBA1 & 2) - Vol 1 to 2009 - June 2013 to December 2018",2013-06-25,2018-12-31,,,,,,
,,42669,University of South Wales,,,,,"Education Literature Datasets (formerly British Education Index, Australian Education Index and ERIC) 2013-2014",2013-08-01,2014-07-31,,,,,,
,,44601,University of South Wales,,,,,Journal Citation Reports 2013-2016 (Annual Commitment),2013-10-15,2016-09-30,,,,,,
,,45629,University of South Wales,,,,,OUP Journals WHEEL 2014-2016 offer,2014-01-01,2016-12-31,,,,,,
,,43356,University of South Wales,,,,,Oxford Reference Online Premium Collection: for existing subscribers only 2013-2014,2013-09-01,2014-08-31,,,,,,
,,45567,University of South Wales,,,,,SAGE WHEEL 2014 Offer,2014-01-01,2014-12-31,,,,,,
,,44599,University of South Wales,,,,,Web of Science 2013-2016 (Annual Commitment),2013-10-15,2016-09-30,,,,,,
,,25401,University of South Wales (Glamorgan),,,,,19th Century House of Commons Parliamentary Papers ,2008-11-01,2111-10-31,,,,,,
,,25598,University of South Wales (Glamorgan),,,,,20th Century House of Commons Parliamentary Papers,2008-03-25,2113-01-09,,,,,,
,,34683,University of South Wales (Glamorgan),,,,,a-n The Artist Information Company 2011 renewal,2011-08-01,2014-07-31,,,,,,
,,34950,University of South Wales (Glamorgan),,,,,BFI InView ,2011-06-28,2014-08-31,,,,,,
,,25878,University of South Wales (Glamorgan),,,,,BIOSIS Previews Backfile 1969-2008,2009-12-04,2112-09-30,,,,,,
,,34591,University of South Wales (Glamorgan),,,,,British Standards Online,2011-06-01,2014-05-31,,,,,,
,,40122,University of South Wales (Glamorgan),,,,,Bureau van Dijk Databases 2012-2015 Agreement ,2012-12-01,2015-11-30,,,,,,
,,32430,University of South Wales (Glamorgan),,,,,Cambridge Journals Digital Archive,2010-09-22,2015-06-30,,,,,,
